dataset_type,scenario,scenario_description,replicate,phase,time_min,phase_time_min,probe_concentration_uM,probe_concentration_M,flow_rate_mL_min,assumed_flow_cell_volume_mL,assumed_path_length_cm,assumed_cross_section_area_cm2,residence_time_min,transport_rate_min_inv,kon_M_inv_min_inv,koff_min_inv,kobs_assoc_min_inv,KD_uM,KA_M_inv,damkohler_assoc,damkohler_dissociation,damkohler_regime,baseline_RFU,bulk_flow_component_clean_RFU,binding_component_clean_RFU,fluorescence_clean_RFU,fluorescence_noisy_RFU,normalized_fluorescence_noisy_0_to_1,notes
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,3,dissociation_buffer_wash,210,80,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,7.645795830420883,0.09364931027687207,0.09517846944295624,12248.471232289876,81.64284187268716,1.903569388859125,1.8729862055374413,Da>1: interaction/retention dominates over residence time,136.08985748136115,10.532731239404995,0.043489278919572445,146.6660779996857,139.39909950390447,0.00505615986847882,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,3,dissociation_buffer_wash,220,90,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,7.645795830420883,0.09364931027687207,0.09517846944295624,12248.471232289876,81.64284187268716,1.903569388859125,1.8729862055374413,Da>1: interaction/retention dominates over residence time,136.08985748136115,6.388424427212172,0.01704780307174371,142.49532971164504,143.0710806833141,0.010666545494753314,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,3,dissociation_buffer_wash,230,100,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,7.645795830420883,0.09364931027687207,0.09517846944295624,12248.471232289876,81.64284187268716,1.903569388859125,1.8729862055374413,Da>1: interaction/retention dominates over residence time,136.08985748136115,3.8747752823613006,0.006682741052350643,139.9713155047748,132.41339204275747,-0.005617237083865787,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,3,dissociation_buffer_wash,240,110,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,7.645795830420883,0.09364931027687207,0.09517846944295624,12248.471232289876,81.64284187268716,1.903569388859125,1.8729862055374413,Da>1: interaction/retention dominates over residence time,136.08985748136115,2.3501700082488077,0.0026196353738267707,138.44264712498378,157.42276190835236,0.03259434471914187,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,3,dissociation_buffer_wash,250,120,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,7.645795830420883,0.09364931027687207,0.09517846944295624,12248.471232289876,81.64284187268716,1.903569388859125,1.8729862055374413,Da>1: interaction/retention dominates over residence time,136.08985748136115,1.4254501655399943,0.0010268974120118972,137.51633454431314,118.4948065557479,-0.026883313389558034,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,3,dissociation_buffer_wash,260,130,0.0,0.0,0.005,0.1,2.0,0.05,20.0,0.049999999999999996,7.645795830420883,0.09364931027687207,0.09517846944295624,12248.471232289876,81.64284187268716,1.903569388859125,1.8729862055374413,Da>1: interaction/retention dominates over residence time,136.08985748136115,0.8645792292924553,0.00040254392093365605,136.95483925457452,131.59714023551734,-0.006864380569360671,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,0,0,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,0.0,0.0,138.5731912751026,138.05106038949558,-0.0007885712015622611,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,10,10,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,578.5608884036607,51.57553113818357,768.7096108169469,760.7249573622832,0.9396321483014153,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,20,20,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4592010054683,69.74907676100091,790.7814690415719,733.5242855284963,0.8985511338229614,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,30,30,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4854676291652,76.1528452383381,797.2115041426059,755.6465292697638,0.9319622282615199,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,40,40,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856446122835,78.40932570519047,799.4681615925765,848.4270150209503,1.0720880494821574,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,50,50,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856458047864,79.20443628973231,800.2632733696212,814.8190907825698,1.0213301994310886,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,60,60,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856458128213,79.4846074903864,800.5434445783103,798.3765687217601,0.9964971551971085,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,70,70,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856458128755,79.58333074121718,800.6421678291954,798.6688492105677,0.9969385846980356,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,80,80,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856458128759,79.61811761521368,800.6769547031921,765.2892246756219,0.9465255343445457,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,90,90,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856458128759,79.630375382176,800.6892124701544,804.2420415409764,1.0053557442526144,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,100,100,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856458128759,79.63469462198232,800.6935317099608,753.7493050016836,0.9290968616227052,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,110,110,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856458128759,79.63621658210457,800.695053670083,767.4400770656773,0.9497739540422948,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,association_probe_injection,120,120,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856458128759,79.6367528715253,800.6955899595038,788.7441417190136,0.9819493574228285,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,130,0,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,582.4856458128759,79.6367528715253,800.6955899595038,812.455640642833,1.0177606946040416,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,140,10,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,3.924757409215227,30.85472764397087,173.3526763282887,186.38702883751108,0.07221295728188161,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,150,20,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,0.026444807407560195,11.954458006587306,150.55409408909748,141.4200282141914,0.004299561063312964,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,160,30,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,0.00017818371071316334,4.631674856452162,143.20504431526547,164.59682166088012,0.03930333571144059,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,170,40,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,1.200592398885672e-06,1.794511467108769,140.3677039428038,141.3695890285762,0.00422338305832833,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,180,50,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,8.089527951196536e-09,0.6952714742268369,139.26846275741897,122.94656062083153,-0.023600808247690386,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,190,60,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,5.45068105827827e-11,0.2693782858085569,138.84256956096567,134.0532195544039,-0.006826486670435037,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,200,70,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,3.672640007959807e-13,0.1043688164336825,138.67756009153666,124.76029460478196,-0.020861536493300133,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,210,80,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,2.4746053720354006e-15,0.04043700037318193,138.61362827547578,129.34749515609204,-0.013933514515921492,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,220,90,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,1.6673759840426704e-17,0.015667045531935445,138.58885832063453,149.65981285405303,0.01674405927857522,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,230,100,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,1.1234691008027488e-19,0.006070092079889449,138.57926136718248,151.82564623443398,0.02001510467778589,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,240,110,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,7.569875256319129e-22,0.002351816606598241,138.5755430917092,126.92962303229886,-0.017585212544983308,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,250,120,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,5.100541826676681e-24,0.0009111956257460939,138.57410247072835,132.67420260222642,-0.008909207851904827,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,1,dissociation_buffer_wash,260,130,0.0,0.0,0.05,0.1,2.0,0.05,2.0,0.5,47.4473183953051,0.09481857210139233,0.10430803578045335,1998.3968601010463,500.4011064896471,0.2086160715609067,0.18963714420278466,0.1<=Da<=1: mixed flow and interaction,138.5731912751026,3.436718049476605e-26,0.00035303665517515045,138.5735443117578,119.33765069269666,-0.02905132365830565,Dissociation model: bulk flow component washes out fast; bound component decays by koff.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,0,0,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,0.0,0.0,138.35388308756967,129.03431927635782,-0.014181819135527575,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,10,10,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,570.3860615978928,55.131019682294,763.8709643677564,751.6941507161164,0.933335606713665,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,20,20,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2292926499564,73.59528204893647,786.1784577864626,758.4089020854726,0.9435536159884857,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,30,30,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2551881370905,79.77925953944717,792.3883307641073,816.8015986121026,1.0324112790456512,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,40,40,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2553626195104,81.85037274417668,794.4596184512567,786.6622724952501,0.9865474939464316,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,50,50,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2553637951636,82.54402176107351,795.1532686438068,772.537912185773,0.9650540928203996,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,60,60,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2553638030851,82.77633593759617,795.3855828282509,787.4778492976025,0.9877885780718686,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,70,70,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2553638031385,82.85414167983573,795.4633885705439,745.0454038370398,0.9232180381635648,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,80,80,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2553638031388,82.88020007031393,795.4894469610224,807.5965678791031,1.018403747831012,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,90,90,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2553638031388,82.88892744306007,795.4981743337686,795.0361325393998,0.9992902114188397,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,100,100,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2553638031388,82.89185038011229,795.5010972708208,824.8110465159157,1.0445994612233036,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,110,110,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2553638031388,82.89282931859238,795.5020762093009,777.3141336354827,0.9723221914270661,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
SYNTHETIC_SIMULATED_TRAINING_DATA_NOT_EXPERIMENTAL,bulk_flow_artifact_low_binding,Mostly wash-in/wash-out bulk fluorescence; weak true binding.,2,association_probe_injection,120,120,200.0,0.00019999999999999998,0.05,0.1,2.0,0.05,2.0,0.5,5.170326044713968,0.11275380095907737,0.109387542853431,21807.870525758135,45.85500444983203,0.218775085706862,0.22550760191815475,0.1<=Da<=1: mixed flow and interaction,138.35388308756967,574.2553638031388,82.89315718078396,795.5024040714925,764.9576326250299,0.9535189871110673,Association model: baseline + bulk flow wash-in + binding buildup with random noise.
